"battle_id","name_tr","name_en","date_ce","date_hijri","lat","lon","location_tr","dynasty_id_1","role_1","dynasty_id_2_or_enemy","role_2","battle_type","significance","result_summary","related_ruler_ids","narrative_tr","narrative_en","long_term_impact_tr","long_term_impact_en","tactical_note_tr","causes_event_id","caused_by_event_id"
"33","Plassey Savaşı","Battle of Plassey","1757","1170","23.8","88.26","Plassey, Bengal","","","Britanya (Clive)","","Meydan Muharebesi","Kritik","İngiliz sömürge döneminin başlangıcı; Bengal'in kaybı","","1757'deki Plassey Savaşı, Hindistan alt kıtasının sömürgeleşme sürecinin fiili başlangıcıdır. Bengal nevvâbı Sirâcüddevle'nin ordusu, Robert Clive komutasındaki küçük İngiliz Doğu Hindistan Şirketi kuvvetine sayısal olarak çok üstündü. Ancak nevvâbın komutanı Mir Cafer'in ihaneti savaşı İngilizler lehine çevirdi. Bu 'savaş' aslında büyük çatışma olmadan kazanıldı. Bengal'in zenginliği İngiliz kontrolüne geçti ve bu, İngiliz sömürge imparatorluğunun Hindistan'daki temelini oluşturdu.","The Battle of Plassey in 1757 was the effective beginning of the colonization of the Indian subcontinent. The Bengal nawab Siraj ud-Daulah's army vastly outnumbered the small British East India Company force under Robert Clive. But the treachery of the nawab's commander Mir Jafar turned the battle in Britain's favor. This 'battle' was essentially won without major fighting. Bengal's wealth passed to British control, laying the foundation for the British colonial empire in India.","Plassey, İngiliz Raj'ının iki yüz yıllık Hindistan hakimiyetini başlattı; Bâbürlü İmparatorluğu'nun fiili sonu ve sömürge çağının başlangıcıdır.","Plassey launched two centuries of British Raj dominance in India; it marked the effective end of the Mughal Empire and the beginning of the colonial era.","Plassey askeri bir zaferden çok diplomatik bir darbe ve ihanet operasyonuydu; gerçek çatışma birkaç saatten az sürdü.","",""
"34","III. Panipat Savaşı","Third Battle of Panipat","1761","1174","29.39","76.97","Panipat, Hindistan","152","Galip","Maratha İmparatorluğu","","Meydan Muharebesi","Yüksek","Dürrânîlerin Hindistan'daki son büyük zaferi; Maratha gücünün kırılması","","1761'deki III. Panipat Savaşı, 18. yüzyıl Güney Asya'sının en kanlı meydan muharebesidir. Afgan Dürrânî hükümdarı Ahmed Şah Dürrânî, Hint alt kıtasının en güçlü kuvveti haline gelen Maratha konfederasyonunu Panipat'ta karşıladı. Bir günde on binlerce kişinin hayatını kaybettiği bu savaş Maratha gücünü kırdı. Ancak Dürrânîler de Hindistan'ı kontrol edecek güçte değildi; ortaya çıkan otorite boşluğu İngilizlerin yükselişine zemin hazırladı.","The Third Battle of Panipat in 1761 was the bloodiest pitched battle of 18th-century South Asia. Afghan Durrani ruler Ahmad Shah Durrani met the Maratha confederacy, which had become the subcontinent's most powerful force, at Panipat. Tens of thousands perished in a single day, breaking Maratha power. But the Durranis also lacked the strength to control India; the resulting power vacuum facilitated the British rise.","III. Panipat, Hindistan'daki son büyük yerli güç mücadelesiydi; ortaya çıkan otorite boşluğu İngiliz Doğu Hindistan Şirketi'nin hakimiyetine zemin hazırladı.","The Third Panipat was the last great native power struggle in India; the resulting authority vacuum prepared the ground for East India Company dominance.","Ahmed Şah Dürrânî'nin deve üstü topçu birlikleri (zambura) Maratha hatlarında büyük tahribat yarattı.","",""
"35","Las Navas de Tolosa Savaşı","Battle of Las Navas de Tolosa","1212","609","38.29","-3.58","Las Navas de Tolosa, İspanya","15","Mağlup","İspanyol Hristiyan Koalisyonu","","Meydan Muharebesi","Kritik","Muvahhidlerin büyük yenilgisi; Reconquista'nın dönüm noktası","","1212'deki Las Navas de Tolosa Savaşı, Reconquista'nın en büyük dönüm noktasıdır. Kastilya, Aragon ve Navarra krallarının birleşik Hristiyan koalisyonu, Muvahhid halifesi Nâsır'ın ordusunu güney İspanya'da ağır yenilgiye uğrattı. Muvahhidlerin İber Yarımadası'ndaki askeri gücü kırıldı. Bu zafer, sonraki kırk yıl içinde Kurtuba, Sevilla ve İslam İspanyası'nın büyük bölümünün Hristiyanların eline geçmesini mümkün kıldı.","The Battle of Las Navas de Tolosa in 1212 was the greatest turning point of the Reconquista. The united Christian coalition of Castile, Aragon and Navarre inflicted a crushing defeat on Almohad caliph al-Nasir's army in southern Spain. The Almohads' military power in Iberia was broken. This victory made possible the Christian capture of Córdoba, Seville and most of Islamic Spain within the following forty years.","Las Navas de Tolosa sonrası Endülüs İslam devletleri bir daha büyük bir savunma gücü oluşturamadı; Gırnata Sultanlığı son kale olarak 1492'ye kadar direndi.","After Las Navas de Tolosa, Andalusian Islamic states never again assembled a major defensive force; the Nasrid Sultanate of Granada held out as the last bastion until 1492.","Hristiyan koalisyonunun dağ geçidinden sürpriz geçişi Muvahhid savunma hattını devre dışı bıraktı.","",""
"36","Gırnata'nın Düşüşü","Fall of Granada","1492","897","37.18","-3.59","Gırnata (Granada), İspanya","7","Mağlup","Kastilya-Aragon (Fernando & Isabella)","","Kuşatma","Kritik","İslam'ın İber Yarımadası'ndan çıkışı; Reconquista'nın sonu","","1492'deki Gırnata'nın düşüşü, sekiz yüz yıllık İslam İspanyası'nın (Endülüs) sonudur. Son Nasrî emîri XII. Muhammed (Boabdil), Ferdinand ve Isabella'nın birleşik İspanyol ordusuna teslim oldu. Elhamra Sarayı'nın anahtarlarını teslim ettiği an, Avrupa'daki son müslüman devletin bitişini simgeledi. Ardından gelen zorla din değiştirme ve sürgün politikaları, zengin Endülüs kültürel mirasının büyük bölümünü sildi.","The Fall of Granada in 1492 ended eight centuries of Islamic Spain (al-Andalus). The last Nasrid emir Muhammad XII (Boabdil) surrendered to the united Spanish army of Ferdinand and Isabella. The moment he handed over the keys of the Alhambra symbolized the end of the last Muslim state in Europe. The subsequent forced conversion and expulsion policies erased much of the rich Andalusian cultural heritage.","Gırnata'nın düşüşü, İslam'ın Avrupa'daki varlığını sona erdirdi; Endülüs'ten sürgün edilen Müslüman ve Yahudi topluluklar Osmanlı topraklarına ve Kuzey Afrika'ya göç etti.","Granada's fall ended Islam's presence in Europe; Muslim and Jewish communities expelled from Andalusia migrated to Ottoman lands and North Africa.","Gırnata uzun bir abluka ile düşürüldü; son savunma daha çok diplomatik müzakere ve teslim koşulları üzerinden yürüdü.","",""
"37","Lepanto (İnebahtı) Savaşı","Battle of Lepanto","1571","979","38.2","21.37","İnebahtı, Yunanistan","130","Mağlup","Kutsal İttifak (Don Juan)","","Deniz Savaşı","Yüksek","Osmanlı donanmasının ağır kaybı; Akdeniz hakimiyetinde dönüm noktası","","1571'deki İnebahtı (Lepanto) Deniz Savaşı, Akdeniz'in en büyük deniz muharebelerinden biridir. Osmanlı donanması, Kutsal İttifak (İspanya, Venedik, Papalık) donanmasıyla Yunanistan'ın batı kıyısında karşılaştı. Osmanlı donanması ağır kayıplar verdi ve büyük gemilerinin çoğu battı veya ele geçirildi. Batı dünyası bu zaferi Osmanlı yenilmezliğinin kırılması olarak kutladı. Ancak Osmanlı İmparatorluğu bir yıl içinde donanmasını yeniden inşa ederek Akdeniz'deki varlığını korudu.","The Battle of Lepanto in 1571 was one of the Mediterranean's greatest naval engagements. The Ottoman fleet met the Holy League (Spain, Venice, Papacy) fleet off the western coast of Greece. The Ottoman navy suffered heavy losses, with most of its major ships sunk or captured. The Western world celebrated this as the breaking of Ottoman invincibility. However, the Ottoman Empire rebuilt its fleet within a year and maintained its Mediterranean presence.","İnebahtı kısa vadede Osmanlı'nın deniz gücünü sarssa da, uzun vadede Kuzey Afrika kıyılarındaki Osmanlı hakimiyeti devam etti; asıl etki psikolojikti.","Though Lepanto shook Ottoman naval power in the short term, Ottoman dominance along the North African coast continued; the real impact was psychological.","Kutsal İttifak'ın galeass gemileri (büyük yelkenli-kürekli hibrit), Osmanlı kadırgalarına karşı ateş gücü üstünlüğü sağladı.","",""
"38","II. Viyana Kuşatması","Battle of Vienna (1683)","1683","1094","48.21","16.37","Viyana, Avusturya","130","Mağlup","Habsburg + Lehistan (Jan Sobieski)","","Kuşatma","Kritik","Osmanlı Avrupa'daki en ileri noktasından geri çekilmeye başladı","","1683'teki II. Viyana Kuşatması, Osmanlı'nın Avrupa'daki yayılmasının kesin dönüm noktasıdır. Sadrazam Merzifonlu Kara Mustafa Paşa, Habsburg başkenti Viyana'yı kuşattı. İki ay süren kuşatma, Lehistan Kralı Jan Sobieski'nin komutasındaki büyük yardım ordusunun gelişiyle çözüldü. Osmanlı ordusu ağır yenilgiye uğradı. Bu başarısızlık 'Kutsal İttifak Savaşları'nı başlattı; Osmanlı Macaristan ve diğer topraklarını kaybederek geri çekilme dönemine girdi.","The Second Siege of Vienna in 1683 was the definitive turning point of Ottoman expansion in Europe. Grand Vizier Merzifonlu Kara Mustafa Pasha besieged the Habsburg capital. The two-month siege was broken by the arrival of a large relief army under Polish King Jan Sobieski. The Ottoman army was heavily defeated. This failure triggered the 'Holy League Wars'; the Ottomans lost Hungary and other territories, entering a period of retreat.","II. Viyana Kuşatması, Karlofça Antlaşması'na (1699) giden sürecin başlangıcıdır; Osmanlı ilk kez büyük toprak kaybını kabul etti ve geri çekilme dönemi başladı.","The Second Siege of Vienna began the process leading to the Treaty of Karlowitz (1699); the Ottomans accepted major territorial losses for the first time and entered an era of retreat.","Sobieski'nin Kahlenberg Tepesi'nden indirdiği ağır zırhlı süvari hücumu (hussar charge), tarihin en büyük süvari saldırılarından biridir.","",""
"39","Otrar Kuşatması","Siege of Otrar","1220","617","42.85","68.3","Otrar, Mâverâünnehir","84","Mağlup","Moğol İmparatorluğu (Cengiz Han)","","Kuşatma","Kritik","Moğol istilasının başlangıcı; Harezmşâhlar Devleti'nin çöküşü","","1220'deki Otrar Kuşatması, Moğol istilasının İslam dünyasına girişinin sembolik başlangıcıdır. Harezmşâh valisi İnal Han'ın Moğol tüccarları öldürmesi Cengiz Han'ı öfkelendirdi ve devasa ordusuyla Mâverâünnehir'e girdi. Otrar beş ay direndi ancak sonunda düştü ve halkı kılıçtan geçirildi. Bu kuşatma, İslam tarihinin en yıkıcı istila dalgasının ilk halkasıydı; Semerkant, Buhara, Belh gibi büyük şehirler birer birer tahrip edilecekti.","The Siege of Otrar in 1220 was the symbolic beginning of the Mongol invasion's entry into the Islamic world. The Khwarazmshah governor Inal Khan's killing of Mongol merchants enraged Genghis Khan, who entered Transoxiana with his massive army. Otrar held out for five months but finally fell, its population massacred. This siege was the first link in the most destructive invasion wave in Islamic history; great cities like Samarkand, Bukhara, and Balkh would be devastated one by one.","Otrar'la başlayan Moğol istilası, Harezmşâh Devleti'ni yok etti ve Orta Asya'nın demografik yapısını kalıcı olarak değiştirdi.","The Mongol invasion that began at Otrar destroyed the Khwarazmian state and permanently altered Central Asia's demographic structure.","Cengiz Han, ordusunu birden fazla kola ayırarak Harezmşâh savunmasını dağıtma stratejisi uyguladı — Moğol 'çoklu cephe' taktiğinin klasik örneği.","",""
"40","Otlukbeli Savaşı","Battle of Otlukbeli","1473","878","39.74","39.94","Otlukbeli, Erzincan","130","Galip","146","Mağlup","Meydan Muharebesi","Yüksek","Osmanlı Akkoyunlu gücünü kırdı; Doğu Anadolu Osmanlı'ya","","1473'teki Otlukbeli Savaşı, Doğu Anadolu'nun kaderini belirleyen çatışmadır. Fatih Sultan Mehmed, Akkoyunlu hükümdarı Uzun Hasan'ın ordusunu Erzincan yakınlarındaki Otlukbeli'nde karşıladı. Osmanlı'nın üstün topçusu ve yeniçeri disiplini, Akkoyunlu hafif süvarisine karşı belirleyici oldu. Uzun Hasan yenildi ve bir daha toparlanamadı. Bu zafer, Osmanlı'nın Doğu Anadolu'daki rakipsiz hakimiyetini sağladı ve Akkoyunlu Devleti'nin çöküşünü hızlandırdı.","The Battle of Otlukbeli in 1473 determined the fate of eastern Anatolia. Sultan Mehmed II met Aq Qoyunlu ruler Uzun Hasan's army at Otlukbeli near Erzincan. Ottoman superior artillery and Janissary discipline proved decisive against Aq Qoyunlu light cavalry. Uzun Hasan was defeated and never recovered. This victory established undisputed Ottoman hegemony in eastern Anatolia and accelerated the collapse of the Aq Qoyunlu state.","Otlukbeli sonrası Akkoyunlu Devleti hızla çöktü; ortaya çıkan boşlukta Safevî hareketi güçlenerek 1501'de İran'da iktidara geldi.","After Otlukbeli, the Aq Qoyunlu state rapidly collapsed; in the resulting vacuum the Safavid movement gained strength and took power in Iran in 1501.","Fatih'in topçuyu merkeze yerleştirip kanatları sipahi süvarisiyle koruması, Osmanlı klasik savaş düzeninin mükemmel uygulamasıdır.","",""
"41","Karnal Savaşı","Battle of Karnal","1739","1151","29.69","76.98","Karnal, Hindistan","108","Galip","175","Mağlup","Meydan Muharebesi","Yüksek","Nâdir Şâh'ın Delhi'yi yağmalaması; Tavus Tahtı'nın alınması","","1739'daki Karnal Savaşı, Bâbürlü İmparatorluğu'nun çöküşünü dünyaya ilan eden felakettir. İran'dan gelen Afşar hükümdarı Nâdir Şâh, zayıflamış Bâbürlü ordusunu Delhi yakınlarındaki Karnal'da ezici bir yenilgiye uğrattı. Ardından Delhi'ye girerek şehri haftalarca yağmaladı. Tavus Tahtı ve Kûh-i Nûr elması dahil paha biçilmez hazineler İran'a götürüldü. Bâbürlü hanedanı varlığını sürdürdüyse de, artık yalnızca Delhi çevresinde sembolik bir güçtü.","The Battle of Karnal in 1739 was the catastrophe that announced the Mughal Empire's collapse to the world. The Afsharid ruler Nadir Shah from Iran crushed the weakened Mughal army at Karnal near Delhi. He then entered Delhi and plundered the city for weeks. Priceless treasures including the Peacock Throne and the Koh-i-Noor diamond were taken to Iran. Though the Mughal dynasty survived, it was now merely a symbolic power around Delhi.","Karnal sonrası Bâbürlü hanedanı fiilen güçsüzleşti; ortaya çıkan otorite boşluğu Maratha, Sih ve nihayetinde İngiliz genişlemesine zemin hazırladı.","After Karnal, the Mughal dynasty was effectively powerless; the resulting authority vacuum facilitated Maratha, Sikh and ultimately British expansion.","Nâdir Şâh'ın develerden ateşlenen zambura topları ve ağır süvari kombinasyonu, Bâbürlü piyadesini hızla çökertmekte etkili oldu.","",""
"42","Gallipoli (Çanakkale) Savaşı","Gallipoli Campaign","1915","1333","40.33","26.22","Çanakkale Boğazı","130","Galip","İtilaf Devletleri (İngiltere, Fransa, ANZAC)","","Kuşatma","Kritik","Osmanlı savunma zaferi; Türk millî bilincinin güçlenmesi","","1915'teki Çanakkale (Gallipoli) Savaşı, Osmanlı İmparatorluğu'nun son büyük askeri zaferidir. İtilaf Devletleri (İngiltere, Fransa, ANZAC) İstanbul'u ele geçirmek ve Rusya'ya deniz yolu açmak amacıyla Çanakkale Boğazı'na çıkarma yaptı. Mustafa Kemal'in komutasındaki Osmanlı kuvvetleri, sekiz ay süren şiddetli savaşlarla bu girişimi püskürttü. Yaklaşık yarım milyon insanın hayatını kaybettiği bu savaş, Türk millî bilincinin doğuşunda kritik rol oynadı ve Mustafa Kemal'i ulusal kahraman haline getirdi.","The Gallipoli Campaign of 1915 was the Ottoman Empire's last great military victory. The Entente Powers (Britain, France, ANZAC) launched an amphibious assault on the Dardanelles to capture Istanbul and open a sea route to Russia. Ottoman forces under Mustafa Kemal's command repelled this attempt over eight months of fierce fighting. The campaign, which cost approximately half a million lives, played a critical role in the birth of Turkish national consciousness and made Mustafa Kemal a national hero.","Çanakkale, Türk Kurtuluş Savaşı'nın ve Cumhuriyet'in kuruluşunun manevi temellerini attı; Mustafa Kemal burada kazandığı prestijle millî lider olacaktı.","Gallipoli laid the spiritual foundations for the Turkish War of Independence and the Republic; Mustafa Kemal would become national leader through the prestige gained here.","Mustafa Kemal'in Conkbayırı'ndaki 'size ölmeyi emrediyorum' komutu, siperdeki kişisel liderliğin savaş seyrini değiştirdiği nadir anlardandır.","",""
"43","Tondibi Savaşı","Battle of Tondibi","1591","999","16.76","-0.01","Tondibi, Mali","20","Galip","59","Mağlup","Meydan Muharebesi","Yüksek","Sa'dî Fas ordusunun Songay'ı yıkması; Batı Afrika dengesi değişti","","1591'deki Tondibi Savaşı, Batı Afrika'nın siyasi haritasını yeniden çizen olaydır. Fas Sa'dî sultanı Ahmed el-Mansûr, ateşli silahlarla donatılmış bir orduyu Sahra Çölü'nün ötesine göndererek Songay İmparatorluğu'na saldırdı. Songay'ın devasa ancak silahsız ordusu, tüfek ateşi karşısında dağıldı. Songay başkenti Gao ve ardından Timbuktu düştü. Bu sefer, Sahra ötesi Afrika'ya ateşli silahları taşıdı ve bölgenin en büyük imparatorluğunu yıkarak siyasi istikrarı altüst etti.","The Battle of Tondibi in 1591 redrew the political map of West Africa. Moroccan Sa'did sultan Ahmad al-Mansur sent an army equipped with firearms across the Sahara to attack the Songhai Empire. Songhai's vast but unarmed army collapsed before musket fire. The Songhai capital Gao and then Timbuktu fell. This expedition brought firearms to sub-Saharan Africa and destroyed the region's greatest empire, upending political stability.","Tondibi, Batı Afrika'daki büyük Sahel imparatorlukları çağını sona erdirdi; bölge küçük devletlere parçalandı ve Avrupa sömürgeciliğine karşı savunmasız kaldı.","Tondibi ended the era of great Sahelian empires in West Africa; the region fragmented into small states and became vulnerable to European colonialism.","Endülüs kökenli tüfekçi birlikler, Sahra çölünü geçerek tropikal savaş koşullarına adapte olmayı başardı — nadir bir lojistik başarı.","",""
"44","Katvan Savaşı","Battle of Qatwan","1141","536","39.6","65.5","Katvan Çölü, Semerkant yakını","91","Mağlup","Karahıtaylar (Yelü Dashi)","","Meydan Muharebesi","Yüksek","Büyük Selçuklu Sultanlığı'nın doğu gücünün kırılması","","1141'deki Katvan Savaşı, Büyük Selçuklu Sultanlığı'nın doğudaki gücünün kırılmasını simgeler. Sultan Sencer'in ordusu, Karahıtay (Batı Liao) hükümdarı Yelü Dashi komutasındaki kuvvetlerle Semerkant yakınlarında karşılaştı. Sencer ağır yenilgiye uğradı. Bu mağlubiyet Selçuklu'nun Mâverâünnehir hakimiyetini sona erdirdi ve doğu İslam coğrafyasında yeni güç dinamikleri yarattı. Karahıtaylar bölgede Budist-Hristiyan karışımı bir kültürle yaklaşık bir asır hüküm sürdü.","The Battle of Qatwan in 1141 symbolized the breaking of Great Seljuk power in the east. Sultan Sanjar's army clashed with the forces of Qara Khitai (Western Liao) ruler Yelü Dashi near Samarkand. Sanjar suffered a heavy defeat. This loss ended Seljuk dominance over Transoxiana and created new power dynamics in eastern Islamic geography. The Qara Khitai, with their Buddhist-Christian cultural mix, ruled the region for roughly a century.","Katvan sonrası Selçuklu'nun doğu kanatı çöktü; Harezmşâhlar bağımsızlaşarak yükseldi ve bölgenin yeni hâkimi oldu.","After Qatwan, the Seljuk eastern flank collapsed; the Khwarazmians gained independence and rose to become the new regional power.","Karahıtay ordusunun ağır zırhlı süvari geleneği, Kuzey Çin askeri kültürünün Orta Asya'ya taşınmasının örneğidir.","",""
"45","Preveze Deniz Savaşı","Battle of Preveza","1538","945","38.95","20.75","Preveze, Yunanistan","130","Galip","Kutsal İttifak (Andrea Doria)","","Deniz Savaşı","Yüksek","Barbaros Hayreddin Paşa; Akdeniz'de Osmanlı üstünlüğü","","1538'deki Preveze Deniz Savaşı, Osmanlı deniz gücünün zirvesini temsil eder. Kaptan-ı Derya Barbaros Hayreddin Paşa komutasındaki Osmanlı donanması, Andrea Doria liderliğindeki Kutsal İttifak donanmasını Yunanistan'ın batı kıyısında karşıladı. Barbaros'un üstün taktik kabiliyeti ve denizcilik tecrübesi, sayısal olarak daha güçlü İttifak donanmasını bozguna uğrattı. Bu zafer Osmanlı'yı Akdeniz'in tartışılmaz deniz gücü haline getirdi ve Kuzey Afrika'daki Osmanlı hakimiyetini pekiştirdi.","The Battle of Preveza in 1538 represented the zenith of Ottoman naval power. The Ottoman fleet under Kapudan-i Derya Barbaros Hayreddin Pasha met the Holy League fleet under Andrea Doria off the western coast of Greece. Barbarossa's superior tactical skill and maritime experience routed the numerically stronger League fleet. This victory made the Ottomans the undisputed naval power of the Mediterranean and consolidated Ottoman dominance in North Africa.","Preveze sonrası Akdeniz otuz yıldan fazla 'Osmanlı gölü' haline geldi; bu deniz üstünlüğü 1571 İnebahtı'na kadar sürdü.","After Preveza, the Mediterranean became an 'Ottoman lake' for over thirty years; this naval supremacy lasted until Lepanto in 1571.","Barbaros, dar kıyı sularını kullanarak düşman donanmasının manevra alanını kısıtladı — Akdeniz deniz savaşının klasik taktiği.","",""
"46","Ridâniye öncesi — Merc-i Dâbık","N/A","1516","922","36.57","37.05","Halep kuzeyi","130","Galip","31","Mağlup","Meydan Muharebesi","Yüksek","Yavuz Sultan Selim Memlûkleri yendi","","Bu kayıt, 28 numaralı Mercidâbık Savaşı kaydının tekrarıdır (farklı isimle). Detaylar için battle_id 28'e bakınız. 1516'da Yavuz Sultan Selim'in Memlûk sultanı Kansu Gavri'yi Halep kuzeyinde yenerek Suriye ve Filistin'i fetheden savaştır.","This record is a duplicate of the Battle of Marj Dabiq (battle_id 28) under a different name. See battle_id 28 for full details. In 1516, Sultan Selim I defeated Mamluk sultan Qansuh al-Ghawri north of Aleppo, conquering Syria and Palestine.","Bkz. battle_id 28.","See battle_id 28.","Bkz. battle_id 28.","",""
"47","Niğbolu Savaşı","Battle of Nicopolis","1396","798","43.7","24.89","Niğbolu, Bulgaristan","130","Galip","Haçlı Koalisyonu (Sigismund)","","Meydan Muharebesi","Yüksek","Son büyük Haçlı seferinin yenilgisi; Osmanlı Balkan hakimiyeti","","1396'daki Niğbolu Savaşı, Osmanlı'nın Avrupa'daki askeri üstünlüğünü teyit eden büyük zaferdir. Macar Kralı Sigismund'un topladığı çok uluslu Haçlı ordusu (Fransız, Alman, İngiliz şövalyeleri dahil), Sultan Yıldırım Bayezid'in kuvvetleriyle Tuna kıyısındaki Niğbolu'da karşılaştı. Haçlı şövalyelerinin disiplinsiz saldırısı Osmanlı tuzağına düştü ve ordu imha edildi. Bu zafer, ortaçağ Avrupası'nın Osmanlı'yı Balkanlar'dan çıkarma kapasitesinin olmadığını kanıtladı.","The Battle of Nicopolis in 1396 was the great victory confirming Ottoman military supremacy in Europe. The multinational Crusader army assembled by Hungarian King Sigismund (including French, German and English knights) met Sultan Bayezid I's forces at Nicopolis on the Danube. The Crusader knights' undisciplined charge fell into an Ottoman trap and the army was destroyed. This victory proved that medieval Europe lacked the capacity to expel the Ottomans from the Balkans.","Niğbolu, Osmanlı Balkan hakimiyetini kalıcı kıldı; yarım yüzyıl boyunca ciddi bir Haçlı tehdidi ortaya çıkmadı.","Nicopolis made Ottoman Balkan dominance permanent; no serious Crusader threat emerged for half a century.","Bayezid'in sipahi süvarisini gizleyerek Haçlı şövalyelerini piyadenin üzerine çekme taktiği, klasik 'cezbetme-imha' stratejisidir.","",""
"48","Kosova Savaşı (1389)","Battle of Kosovo","1389","791","42.64","21.09","Kosova Ovası","130","Galip","Sırp Koalisyonu (Lazar)","","Meydan Muharebesi","Kritik","Balkan hakimiyetinin başlangıcı; I. Murad şehit oldu","","1389'daki Kosova Savaşı, Osmanlı'nın Balkan hakimiyetinin başlangıcını simgeler. Sultan I. Murad, Sırp Knezi Lazar ve müttefiklerinin oluşturduğu koalisyonu Kosova Ovası'nda yendi. Zafer kesin olsa da, I. Murad savaş meydanında bir Sırp soylusu tarafından suikastle şehit edildi — İslam tarihinde savaş meydanında ölen nadir hükümdarlardan biridir. Oğlu Yıldırım Bayezid ordunun başına geçerek zaferi tamamladı. Kosova, Sırp bağımsızlığının sonu ve Osmanlı Balkan yüzyıllarının başlangıcıdır.","The Battle of Kosovo in 1389 symbolized the beginning of Ottoman Balkan dominance. Sultan Murad I defeated the coalition of Serbian Knez Lazar and his allies on the Kosovo Plain. Though the victory was decisive, Murad I was assassinated by a Serbian noble on the battlefield — one of the rare rulers in Islamic history to die in battle. His son Bayezid I took command and completed the victory. Kosovo marked the end of Serbian independence and the beginning of Ottoman centuries in the Balkans.","Kosova, Sırp devletinin çöküşünü ve beş yüz yıllık Osmanlı Balkan hakimiyetinin temelini oluşturdu; Sırp kolektif hafızasında hâlâ en derin yara olarak yaşar.","Kosovo laid the foundation for the collapse of the Serbian state and five centuries of Ottoman Balkan rule; it lives on as the deepest wound in Serbian collective memory.","Osmanlı ordusunun merkez-kanat koordinasyonlu savaş düzeni, henüz gelişmekte olan Osmanlı askeri sisteminin erken olgunluğunu gösterir.","",""
"49","Nehrevân Savaşı","Battle of Nahrawan","658","38","33.2","44.65","Nehrevân, Irak","1","Galip (Ali)","Hâricîler","","Meydan Muharebesi","Yüksek","Hz. Ali Hâricîleri yendi; ancak sonra Hâricî suikastıyla şehit oldu","1-004","658'deki Nehrevân Savaşı, İslam'daki ilk ideolojik bölünmenin askeri tezahürüdür. Sıffîn'deki tahkimi reddederek Hz. Ali'den ayrılan Hâricîler, 'hüküm yalnızca Allah'ındır' sloganıyla isyan etti. Hz. Ali, Nehrevân Kanalı yakınlarında Hâricî kuvvetlerini kısa sürede bozguna uğrattı. Ancak askeri zafer sorunu çözmedi; hayatta kalan Hâricîler suikast yoluyla mücadeleye devam etti ve Hz. Ali 661'de bir Hâricî suikastçı tarafından şehit edildi.","The Battle of Nahrawan in 658 was the military manifestation of Islam's first ideological split. The Kharijites, who rejected the Siffin arbitration and broke from Ali under the slogan 'judgment belongs only to God,' rose in revolt. Ali crushed the Kharijite force near the Nahrawan Canal. But military victory did not solve the problem; surviving Kharijites continued their struggle through assassination, and Ali was martyred by a Kharijite assassin in 661.","Nehrevân, Hâricî hareketi bastırdıysa da kökünü kazıyamadı; Hâricîlik (İbâdîlik) Umman ve Kuzey Afrika'da günümüze kadar yaşayan bir mezhep olarak devam etti.","Nahrawan suppressed but did not eradicate the Kharijite movement; Kharijism (Ibadism) has survived as a sect in Oman and North Africa to this day.","Hz. Ali'nin hızlı ve kararlı taarruzu, isyancılara toparlanma fırsatı vermeden sonuç almayı amaçlayan bir 'yıldırım savaşı' örneğidir.","",""
"50","Belgrad Kuşatması","Siege of Belgrade","1521","927","44.82","20.45","Belgrad, Sırbistan","130","Galip","Macar Krallığı","","Kuşatma","Yüksek","Kanuni'nin ilk büyük fethi; Balkan yolunun açılması","","1521'deki Belgrad Kuşatması, Kanuni Sultan Süleyman'ın ilk büyük askeri başarısıdır. Fatih Sultan Mehmed'in bile alamadığı bu stratejik kale, genç sultanın modern kuşatma topçusu ve sistematik saldırı planıyla yaklaşık bir ayda düştü. Belgrad'ın fethi, Osmanlı'ya Orta Avrupa'nın kapılarını açtı. Beş yıl sonra Mohaç'ta Macaristan'ı yıkacak olan seferlerin stratejik ön koşuluydu.","The Siege of Belgrade in 1521 was Sultan Suleiman the Magnificent's first major military success. This strategic fortress, which even Mehmed the Conqueror had failed to take, fell in roughly a month to the young sultan's modern siege artillery and systematic assault plan. Belgrade's capture opened the gates of Central Europe to the Ottomans. It was the strategic prerequisite for the campaigns that would destroy Hungary at Mohács five years later.","Belgrad'ın düşüşü Mohaç Savaşı'nın ve Osmanlı Macaristan hakimiyetinin stratejik ön koşuluydu; Belgrad 1867'ye kadar Osmanlı elinde kaldı.","Belgrade's fall was the strategic prerequisite for the Battle of Mohács and Ottoman Hungarian dominance; Belgrade remained in Ottoman hands until 1867.","Kanuni, nehir donanmasıyla kara kuşatmasını koordine ederek Belgrad'ın su yolu ikmalini kesti — amfibi operasyonun erken modern örneği.","",""
