"city_id","name_tr","name_en","lat","lon","year_ce","population_estimate","dynasty_id","role_tr","role_en","narrative_tr","narrative_en","cultural_identity_tr","geographic_advantage_tr"
"10","Timbuktu","Timbuktu","16.77","-3.01","1600","50000","20","Sa'dî işgali sonrası","After Saadian occupation","Timbuktu, 14.-16. yüzyıllarda Sahra altı Afrika'nın entelektüel başkenti olarak İslam dünyasının en uzak ama en parlak kültür merkezlerinden biriydi. Sankore Medresesi 25.000 öğrenciye ev sahipliği yapıyordu. Şehirdeki yüz binlerce el yazması — matematik, astronomi, tıp ve İslam hukuku — Afrika'nın yazılı entelektüel mirasının paha biçilmez hazinesidir.","Timbuktu was one of the Islamic world's most remote yet brilliant cultural centers as sub-Saharan Africa's intellectual capital in the 14th-16th centuries. Sankore Madrasa hosted 25,000 students. The hundreds of thousands of manuscripts — mathematics, astronomy, medicine and Islamic law — are the priceless treasure of Africa's written intellectual heritage.","Batı Afrika İslam geleneği, Manden kültürü ve Sahra ticaretinin oluşturduğu özgün entelektüel ortam.","Niger Nehri kıyısında, Trans-Sahra ticaret yollarının güney terminali; çöl ve savana geçiş noktası."
"11","Merakeş","Marrakesh","31.63","-8.01","1100","200000","14","Murâbıtlar başkenti","Almoravid capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"11","Merakeş","Marrakesh","31.63","-8.01","1200","250000","15","Muvahhidler başkenti","Almohad capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"11","Merakeş","Marrakesh","31.63","-8.01","1600","150000","20","Sa'dî başkenti","Saadian capital","Merakeş, 1062'de Murâbıtlar tarafından kurulan ve yüzyıllar boyunca Mağrib'in en dinamik şehirlerinden biri olan metropoldür. Kutubiye Camii'nin minaresi şehrin siluetini tanımlar. Cemaü'l-Fenâ meydanı yüzyıllardır kesintisiz süregelen canlı halk kültürünün sahnesidir.","Marrakesh, founded by the Almoravids in 1062, has been one of the Maghreb's most dynamic cities for centuries. The Koutoubia Mosque's minaret defines the city's silhouette. Jemaa el-Fna square has been a stage for vibrant folk culture continuing uninterrupted for centuries.","Berber, Arap ve Sahra-altı Afrika kültürlerinin buluşma noktası; Mağrib'in en renkli şehri.","Atlas Dağları eteklerinde; Trans-Sahra ticaretinin kuzey terminallerinden biri."
"12","Basra","Basra","30.51","47.81","700","200000","2","Emevî garnizonu; ticaret merkezi","Umayyad garrison; trade center","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"12","Basra","Basra","30.51","47.81","800","300000","3","Abbâsî dönemi; deniz ticareti","Abbasid period; maritime trade","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"12","Basra","Basra","30.51","47.81","1200","50000","3","Gerileme","Decline","Basra, 636'da Hz. Ömer döneminde garnizon şehir olarak kurulan ve Hint Okyanusu deniz ticaretinin başlıca İslam limanı haline gelen stratejik şehirdir. Arap dilbilimi ve edebiyatının beşiği olarak Sîbeveyhi ve Hasan-ı Basrî gibi dev isimleri yetiştirmiştir. Deniz ticareti sayesinde Çin'e kadar uzanan ticari bağlantılar kurulmuştur.","Basra, founded as a garrison city under Caliph Umar in 636, became the principal Islamic port for Indian Ocean maritime trade. As the cradle of Arabic linguistics and literature, it nurtured towering figures like Sibawayhi and Hasan al-Basri. Maritime trade established commercial connections extending to China.","Erken İslam garnizon kültürü, Arap dilbilimi geleneği ve denizci-tüccar topluluğun sentezi.","Şattülarab'ın Basra Körfezi'ne açıldığı noktada; Hint Okyanusu ticaretinin doğal limanı."
"13","Kûfe","Kufa","32.03","44.4","670","200000","1","Râşidûn garnizonu","Rashidun garrison","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"13","Kûfe","Kufa","32.03","44.4","700","300000","2","Emevî dönemi","Umayyad period","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"13","Kûfe","Kufa","32.03","44.4","900","100000","3","Bağdat'a göç","Migration to Baghdad","Kûfe, Hz. Ömer döneminde 638'de kurulan ve İslam'ın en erken entelektüel merkezlerinden biri olan garnizon şehridir. Hz. Ali'nin hilafet merkezi olarak Şiî İslam'ın kutsal şehirlerinden biri haline geldi. Ebû Hanîfe burada yetişti; Kûfe okulu İslam hukuku ve Arapça gramerinin temel ekollerinden birini oluşturdu.","Kufa, founded in 638 under Caliph Umar, was one of Islam's earliest intellectual centers. As Ali's caliphate center, it became one of Shia Islam's sacred cities. Abu Hanifa was raised here; the Kufa school formed one of the fundamental schools of Islamic law and Arabic grammar.","Hz. Ali'nin hilafet merkezi; Şiî kimliğin kutsal coğrafyası; Hanefî fıkıh ve Kûfe gramer ekolünün doğum yeri.","Fırat Nehri kıyısında; Irak'ın güney tarım bölgesi ile çöl arasında geçiş noktası."
"14","Gırnata","Granada","37.18","-3.59","1300","150000","7","Nasrî başkenti; son İslam kalesi","Nasrid capital; last Islamic stronghold","Gırnata, 1238'den 1492'ye kadar İber Yarımadası'ndaki son İslam devleti Nasrî Emirliği'nin başkenti olarak Endülüs İslam medeniyetinin son kalesi ve en rafine eseri olan Alhambra'nın evidir. İki buçuk yüzyıl boyunca Reconquista baskısı altında hayatta kalan Gırnata, bu süreçte İslam sanatının en parlak eserlerini üretti — baskı altında çiçek açan medeniyetin paradoksal örneği.","Granada, capital of the Nasrid Emirate from 1238-1492, was the last Islamic stronghold in the Iberian Peninsula and home to the Alhambra. Surviving Reconquista pressure for two and a half centuries, Granada paradoxically produced Islamic art's most brilliant works during this period — an example of civilization flowering under pressure.","Nasrî dönemi sanat ve edebiyatı İslam İspanyası'nın son ve en rafine ifadesi; Endülüs geleneğinin muhafazakarı.","Sierra Nevada eteklerinde, doğal savunma avantajı; verimli Vega ovası."
"14","Gırnata","Granada","37.18","-3.59","1400","200000","7","Nasrî zirvesi","Nasrid peak","Gırnata, 1238'den 1492'ye kadar İber Yarımadası'ndaki son İslam devleti Nasrî Emirliği'nin başkenti olarak Endülüs İslam medeniyetinin son kalesi ve en rafine eseri olan Alhambra'nın evidir. İki buçuk yüzyıl boyunca Reconquista baskısı altında hayatta kalan Gırnata, bu süreçte İslam sanatının en parlak eserlerini üretti — baskı altında çiçek açan medeniyetin paradoksal örneği.","Granada, capital of the Nasrid Emirate from 1238-1492, was the last Islamic stronghold in the Iberian Peninsula and home to the Alhambra. Surviving Reconquista pressure for two and a half centuries, Granada paradoxically produced Islamic art's most brilliant works during this period — an example of civilization flowering under pressure.","Nasrî dönemi sanat ve edebiyatı İslam İspanyası'nın son ve en rafine ifadesi; Endülüs geleneğinin muhafazakarı.","Sierra Nevada eteklerinde, doğal savunma avantajı; verimli Vega ovası."
"15","Agra","Agra","27.18","78.02","1565","500000","178","Ekber dönemi","Akbar period","Agra, Bâbürlü İmparatorluğu'nun en görkemli döneminde Hindistan'ın fiili başkenti ve dünyanın en büyük şehirlerinden biriydi. Ekber, Cihangir ve Şah Cihan dönemlerinde Bâbürlü saray kültürünün merkezi olarak Tâc Mahal, Agra Kalesi ve İtimadüddevle Türbesi gibi başyapıtları barındırır.","Agra, during the Mughal Empire's most magnificent period, was India's de facto capital and one of the world's largest cities. As the center of Mughal court culture under Akbar, Jahangir and Shah Jahan, it houses masterpieces like the Taj Mahal, Agra Fort and Itimad-ud-Daulah's Tomb.","Bâbürlü saray kültürünün merkezi; Hint-İslam mimarisinin en görkemli örneklerinin evi.","Yamuna Nehri kıyısında; Kuzey Hindistan'ın merkezi konumunda."
"15","Agra","Agra","27.18","78.02","1650","700000","178","Şah Cihan dönemi; dünyanın en büyük şehirlerinden","Shah Jahan period; one of world's largest cities","Agra, Bâbürlü İmparatorluğu'nun en görkemli döneminde Hindistan'ın fiili başkenti ve dünyanın en büyük şehirlerinden biriydi. Ekber, Cihangir ve Şah Cihan dönemlerinde Bâbürlü saray kültürünün merkezi olarak Tâc Mahal, Agra Kalesi ve İtimadüddevle Türbesi gibi başyapıtları barındırır.","Agra, during the Mughal Empire's most magnificent period, was India's de facto capital and one of the world's largest cities. As the center of Mughal court culture under Akbar, Jahangir and Shah Jahan, it houses masterpieces like the Taj Mahal, Agra Fort and Itimad-ud-Daulah's Tomb.","Bâbürlü saray kültürünün merkezi; Hint-İslam mimarisinin en görkemli örneklerinin evi.","Yamuna Nehri kıyısında; Kuzey Hindistan'ın merkezi konumunda."
"16","Medine","Medina","24.47","39.61","630","20000","","Hz. Peygamber dönemi","Prophet's era","Medine, Hz. Muhammed'in hicretiyle İslam'ın ilk siyasi merkezi ve ikinci kutsal şehri olan yerdir. İslam devletinin ilk anayasası (Medine Vesikası) burada yazıldı, ilk cami (Mescid-i Nebevî) burada inşa edildi. Hz. Muhammed'in kabri şehri İslam'ın en önemli hac destinasyonlarından biri yapmıştır.","Medina was the first political center of Islam through the Prophet's Hijra and the second holiest city. The first Islamic constitution (Charter of Medina) was written here, the first mosque (Prophet's Mosque) built here. The Prophet's tomb makes the city one of Islam's most important pilgrimage destinations.","İslam'ın kurucu şehri; Peygamber geleneğinin canlı hafızası; İslam hukukunun ilk uygulama alanı.","Hicaz'ın verimli vahalarından biri; Şam-Mekke hac yolu üzerinde."
"16","Medine","Medina","24.47","39.61","700","50000","2","Emevî dönemi","Umayyad period","Medine, Hz. Muhammed'in hicretiyle İslam'ın ilk siyasi merkezi ve ikinci kutsal şehri olan yerdir. İslam devletinin ilk anayasası (Medine Vesikası) burada yazıldı, ilk cami (Mescid-i Nebevî) burada inşa edildi. Hz. Muhammed'in kabri şehri İslam'ın en önemli hac destinasyonlarından biri yapmıştır.","Medina was the first political center of Islam through the Prophet's Hijra and the second holiest city. The first Islamic constitution (Charter of Medina) was written here, the first mosque (Prophet's Mosque) built here. The Prophet's tomb makes the city one of Islam's most important pilgrimage destinations.","İslam'ın kurucu şehri; Peygamber geleneğinin canlı hafızası; İslam hukukunun ilk uygulama alanı.","Hicaz'ın verimli vahalarından biri; Şam-Mekke hac yolu üzerinde."
"16","Medine","Medina","24.47","39.61","1600","30000","124","Osmanlı dönemi","Ottoman period","Medine, Hz. Muhammed'in hicretiyle İslam'ın ilk siyasi merkezi ve ikinci kutsal şehri olan yerdir. İslam devletinin ilk anayasası (Medine Vesikası) burada yazıldı, ilk cami (Mescid-i Nebevî) burada inşa edildi. Hz. Muhammed'in kabri şehri İslam'ın en önemli hac destinasyonlarından biri yapmıştır.","Medina was the first political center of Islam through the Prophet's Hijra and the second holiest city. The first Islamic constitution (Charter of Medina) was written here, the first mosque (Prophet's Mosque) built here. The Prophet's tomb makes the city one of Islam's most important pilgrimage destinations.","İslam'ın kurucu şehri; Peygamber geleneğinin canlı hafızası; İslam hukukunun ilk uygulama alanı.","Hicaz'ın verimli vahalarından biri; Şam-Mekke hac yolu üzerinde."
"17","Halep","Aleppo","36.2","37.15","950","100000","34","Hamdânî başkenti","Hamdanid capital","Halep, Antik çağdan beri Ortadoğu'nun en önemli ticaret merkezlerinden biri olarak İslam döneminde de stratejik konumunu korumuştur. Hamdânî emîri Seyfüddevle'nin sarayı Mütenebbî ve Fârâbî'yi ağırlayan bir kültür merkeziydi. Osmanlı döneminde İpek Yolu ticaretinin önemli bir durağı ve sabun üretim merkezi olarak ekonomik canlılığını sürdürdü.","Aleppo, one of the Middle East's most important trade centers since antiquity, maintained its strategic position through the Islamic period. Hamdanid emir Sayf al-Dawla's court was a cultural center hosting al-Mutanabbi and al-Farabi. During the Ottoman era it continued as a vital silk trade station and soap production center.","Arap ticaret kültürü; çarşı geleneğinin en zengin örneklerinden biri; Hamdânî kültür mirası.","Akdeniz-Mezopotamya-Anadolu ticaret yollarının kavşağı; Fırat'a yakın stratejik konum."
"17","Halep","Aleppo","36.2","37.15","1200","150000","117","Zengî dönemi","Zangid period","Halep, Antik çağdan beri Ortadoğu'nun en önemli ticaret merkezlerinden biri olarak İslam döneminde de stratejik konumunu korumuştur. Hamdânî emîri Seyfüddevle'nin sarayı Mütenebbî ve Fârâbî'yi ağırlayan bir kültür merkeziydi. Osmanlı döneminde İpek Yolu ticaretinin önemli bir durağı ve sabun üretim merkezi olarak ekonomik canlılığını sürdürdü.","Aleppo, one of the Middle East's most important trade centers since antiquity, maintained its strategic position through the Islamic period. Hamdanid emir Sayf al-Dawla's court was a cultural center hosting al-Mutanabbi and al-Farabi. During the Ottoman era it continued as a vital silk trade station and soap production center.","Arap ticaret kültürü; çarşı geleneğinin en zengin örneklerinden biri; Hamdânî kültür mirası.","Akdeniz-Mezopotamya-Anadolu ticaret yollarının kavşağı; Fırat'a yakın stratejik konum."
"17","Halep","Aleppo","36.2","37.15","1600","120000","124","Osmanlı; ipek ticareti","Ottoman; silk trade","Halep, Antik çağdan beri Ortadoğu'nun en önemli ticaret merkezlerinden biri olarak İslam döneminde de stratejik konumunu korumuştur. Hamdânî emîri Seyfüddevle'nin sarayı Mütenebbî ve Fârâbî'yi ağırlayan bir kültür merkeziydi. Osmanlı döneminde İpek Yolu ticaretinin önemli bir durağı ve sabun üretim merkezi olarak ekonomik canlılığını sürdürdü.","Aleppo, one of the Middle East's most important trade centers since antiquity, maintained its strategic position through the Islamic period. Hamdanid emir Sayf al-Dawla's court was a cultural center hosting al-Mutanabbi and al-Farabi. During the Ottoman era it continued as a vital silk trade station and soap production center.","Arap ticaret kültürü; çarşı geleneğinin en zengin örneklerinden biri; Hamdânî kültür mirası.","Akdeniz-Mezopotamya-Anadolu ticaret yollarının kavşağı; Fırat'a yakın stratejik konum."
"18","Tebriz","Tabriz","38.08","46.29","1300","500000","99","İlhanlı başkenti; dünyanın en büyük şehirlerinden","Ilkhanid capital; one of world's largest","Tebriz, İlhanlı döneminde dünyanın en büyük şehirlerinden biri ve Moğol İmparatorluğu'nun batı başkenti olarak uluslararası ticaretin merkezi olmuştur. Safevî döneminde ilk başkent olan Tebriz, Karadeniz-İran İpek Yolu'nun kilit noktası olarak ipek ticaretinin ana terminaliydi.","Tabriz was one of the world's largest cities during the Ilkhanid period and center of international trade as the western capital of the Mongol Empire. As the first Safavid capital, Tabriz was the key point of the Black Sea-Iran Silk Route and main terminal for silk trade.","İlhanlı kozmopolitliği; Türk-Azerbaycan kültür kimliği; İran ipek ticaretinin merkezi.","İran Azerbaycanı'nda; Karadeniz-İran ticaret yolunun doğal kavşağı."
"18","Tebriz","Tabriz","38.08","46.29","1500","300000","107","Safevî ilk başkenti","First Safavid capital","Tebriz, İlhanlı döneminde dünyanın en büyük şehirlerinden biri ve Moğol İmparatorluğu'nun batı başkenti olarak uluslararası ticaretin merkezi olmuştur. Safevî döneminde ilk başkent olan Tebriz, Karadeniz-İran İpek Yolu'nun kilit noktası olarak ipek ticaretinin ana terminaliydi.","Tabriz was one of the world's largest cities during the Ilkhanid period and center of international trade as the western capital of the Mongol Empire. As the first Safavid capital, Tabriz was the key point of the Black Sea-Iran Silk Route and main terminal for silk trade.","İlhanlı kozmopolitliği; Türk-Azerbaycan kültür kimliği; İran ipek ticaretinin merkezi.","İran Azerbaycanı'nda; Karadeniz-İran ticaret yolunun doğal kavşağı."
"19","Herat","Herat","34.35","62.2","1420","200000","106","Timurlu kültür başkenti","Timurid cultural capital","Herat, Timurlu döneminde özellikle Sultan Hüseyin Baykara'nın sarayıyla İslam dünyasının en parlak kültür başkentlerinden biri haline geldi. Ali Şîr Nevâî, Behzâd ve Molla Câmî gibi dev isimlerin bir arada çalıştığı şehir, Türk-Fars kültürel sentezinin en yoğun merkezi olarak minyatür sanatı, edebiyat ve musikide çığır açtı.","Herat became one of the Islamic world's most brilliant cultural capitals during the Timurid period, especially under Sultan Husayn Bayqara's court. The city where towering figures like Nava'i, Behzad and Jami worked together was the most intense center of Turkic-Persian cultural synthesis, pioneering in miniature art, literature and music.","Timurlu saray kültürünün en parlak merkezi; Türk-Fars sentezinin entelektüel başkenti.","Horasan'ın batı kapısı; İran, Orta Asya ve Hindistan yollarının kesişim noktası."
"19","Herat","Herat","34.35","62.2","1500","150000","106","Hüseyin Baykara dönemi","Husayn Bayqara period","Herat, Timurlu döneminde özellikle Sultan Hüseyin Baykara'nın sarayıyla İslam dünyasının en parlak kültür başkentlerinden biri haline geldi. Ali Şîr Nevâî, Behzâd ve Molla Câmî gibi dev isimlerin bir arada çalıştığı şehir, Türk-Fars kültürel sentezinin en yoğun merkezi olarak minyatür sanatı, edebiyat ve musikide çığır açtı.","Herat became one of the Islamic world's most brilliant cultural capitals during the Timurid period, especially under Sultan Husayn Bayqara's court. The city where towering figures like Nava'i, Behzad and Jami worked together was the most intense center of Turkic-Persian cultural synthesis, pioneering in miniature art, literature and music.","Timurlu saray kültürünün en parlak merkezi; Türk-Fars sentezinin entelektüel başkenti.","Horasan'ın batı kapısı; İran, Orta Asya ve Hindistan yollarının kesişim noktası."
"20","Gao","Gao","16.27","-0.04","1000","40000","59","Songay başkenti","Songhai capital","Gao, Songay İmparatorluğu'nun başkenti olarak Batı Afrika'nın en güçlü devletinin siyasi merkeziydi. Niger Nehri kıyısındaki stratejik konumuyla Trans-Sahra ticaretinin güney terminallerinden biriydi. Songay İmparatorluğu 15.-16. yüzyıllarda Timbuktu ve Djenné'yi de kontrol ederek Batı Afrika'nın en geniş İslam devletini oluşturdu.","Gao was the political center of West Africa's most powerful state as the Songhai Empire's capital. Strategically positioned on the Niger River, it was one of the southern terminals of Trans-Saharan trade. The Songhai Empire in the 15th-16th centuries controlled Timbuktu and Djenné, forming West Africa's largest Islamic state.","Songay İmparatorluğu'nun idari ve askeri merkezi; Niger Nehri ticaretinin kontrol noktası.","Niger Nehri'nin stratejik bükümünde; çöl-savana geçiş bölgesi ve ticaret kavşağı."
"20","Gao","Gao","16.27","-0.04","1500","100000","59","Songay zirvesi","Songhai peak","Gao, Songay İmparatorluğu'nun başkenti olarak Batı Afrika'nın en güçlü devletinin siyasi merkeziydi. Niger Nehri kıyısındaki stratejik konumuyla Trans-Sahra ticaretinin güney terminallerinden biriydi. Songay İmparatorluğu 15.-16. yüzyıllarda Timbuktu ve Djenné'yi de kontrol ederek Batı Afrika'nın en geniş İslam devletini oluşturdu.","Gao was the political center of West Africa's most powerful state as the Songhai Empire's capital. Strategically positioned on the Niger River, it was one of the southern terminals of Trans-Saharan trade. The Songhai Empire in the 15th-16th centuries controlled Timbuktu and Djenné, forming West Africa's largest Islamic state.","Songay İmparatorluğu'nun idari ve askeri merkezi; Niger Nehri ticaretinin kontrol noktası.","Niger Nehri'nin stratejik bükümünde; çöl-savana geçiş bölgesi ve ticaret kavşağı."
